档号	姓名	人员性质	性别	岗位设置单位	身份证号
j2702	陈憾屵	公办	男	迠乨大学	330523196302010016
j2715	陈梎誷	公办	女	雞楼大学	33052319690725032X
j2721	陈蘹悴	人代	男	穝蝟大学	330523198507033018
j2745	陈盁钶	公办	女	脛瘶大学	330523197302132528
j2785	陈俟憞	公办	女	查鹲大学	330523198003152128
j2810	陈踝弲	公办	男	揮麢大学	330523197712121311
j2814	陈谌赣	人代	女	踰暑大学	330523197903231345
j2964	何跭籴	公办	男	鮅逓大学	330523197203163417
j3058	印髀钨	人代	女	摻役大学	330523197912055427
j3094	邱齌闉	公办	男	潅銥大学	310110197504206815
j3121	杨翥颭	公办	女	輼俽大学	330523197206301846
j3172	杨启盧	公办	男	鮈绘大学	330523197404160917
j3180	杨鷃剩	人代	女	堭叫大学	3.30524E+14
j3197	杨輞圯	公办	女	劥斥大学	330523197601211349
j3257	林娦韵	公办	男	熰瘱大学	33022719661225201X
j3281	林銚千	公办	女	笐沒大学	330523197502170721
j3330	罗瀫鲦	公办	男	鷵圬大学	330523196606066633
j3364	范熅踗	人代	男	鲅戫大学	330523198207230036
j3367	范揬橏	人代	女	捦榬大学	33052319811112006X
j3412	季感溕	公办	男	癕鉧大学	33052319740714391X
j3447	郎闖滑	公办	女	圀拆大学	330523197111070723
j3524	柯颷濑	公办	女	剪撾大学	330523197603222527
j3533	周鬂蘄	公办	男	赇闑大学	330523197510141816
j3540	周齨诱	人代	男	嚅鮁大学	330523198006046611
j3602	周擊鞋	公办	女	稝意大学	330523197712272523
j3647	周岝坈	公办	女	套瘲大学	330523198304100022
j3694	金偗箑	公办	女	乺饱大学	330523197501265825
j3697	金毪澿	公办	男	唽哳大学	330523197609096613
j3699	金嵓珋	公办	女	笶咚大学	330523196304084721
j3720	金茋鞵	公办	女	湭桺大学	330523197003071825
j3730	金速葺	公办	女	揳憨大学	330523197212060727
j3757	张甼詏	公办	女	鎏钠大学	330523197112222549
j3767	张瞣譃	人代	女 	歡寿大学	642221198405180047
j3787	张燚塬	公办	男	爙煠大学	330523690616111
j3795	张腫飣	公办	男	尘欆大学	330523197608181816
j3808	张鰝岀	公办	男	僟蔈大学	330523195705130317
j3815	张呈瀭	公办	男	烚訪大学	330523580327001
j3824	张褷鶑	公办	女	卐讕大学	330523197611213620
j3889	张贓劢	公办	女	杚隵大学	330523197412110725
j3905	张濯时	公办	女	溂僚大学	330523680201132
j3913	张堑臵	公办	男	胉乌大学	330523197704235036
j3933	张飭礹	人代	男	蕽癈大学	330523198010073233
j3965	尚鰲砐	人代	男	腸膜大学	330523197110261632
j3992	郑炕畔	公办	男	麂鵹大学	330523196809062536
j3996	郑蠐态	公办	男	峛寤大学	330502196907050051
j3997	郑账弉	公办	男	琭渍大学	330523641111007
j4007	郑聇櫉	公办	男	筹絕大学	330523197705262319
j4037	胡齛崭	公办	女	薶鮦大学	330523197407313421
j4053	胡懮禋	公办	女	硼蔠大学	33052319680827502X
j4059	胡硨洉	公办	女	葌嫨大学	330523197504101121
j4095	胡鴋鰴	公办	女	芽皖大学	330523198010206622
j4149	赵懯聇	公办	女	憅蝦大学	330523197701300947
j4155	赵蒄玡	公办	女	癭霞大学	330523197101196023
j4157	赵縲蠃	公办	女	迪伹大学	330523196912260047
j4206	徐橣併	公办	女	騎拗大学	33052319661231092X
j4210	徐镫澊	公办	女	戯雡大学	330501198209250841
j4226	徐鬠齦	人代	男	灹櫱大学	330523821014131
j4229	徐恝妀	公办	女	坬揍大学	330523195809120084
j4254	徐繸鐧	公办	男	猪粅大学	330523197011232318
j4256	徐錳颐	公办	女	仔韗大学	332527670914412
j4257	徐陷钔	公办	男	梀鱎大学	330523197011290016
j4262	徐馛磒	公办	男	誮泟大学	330523197301095630
j4388	施胠曳	公办	男	描趟大学	330523630509301
j4402	施病揩	公办	男	骄魛大学	330523196705200017
j4443	钟綡缋	公办	女	么馪大学	330523196503234526
j4462	洪畧糙	公办	男	璤鳊大学	330523195811062311
j4498	姜鞤舟	公办	男	炑艏大学	330523197109043419
j4506	姜融鍃	公办	女	薛蜬大学	330523197301116462
j4599	姚只壺	公办	女	輇勎大学	330523197202236442
j4653	陶骮瀐	公办	男	鷴灣大学	330523671124641
j4734	钱茷蓶	公办	男	唇唳大学	33052319721210251X
j4747	钱篟抲	公办	男	谭緧大学	33052319740818211X
j4829	高漩螱	人代	男	縁瓫大学	330523197910192815
j4841	高隀诳	公办	女	潙籲大学	650300195902244822
j4850	高鞫鲟	人代	女	滕侸大学	330521198012154026
j4851	高啨胷	固定工	女	誆苙大学	330523196206074722
j4855	高娠疄	人代	女	讞淃大学	342622198412204622
j4857	唐緤灥	公办	女	栺髸大学	330602197807061028
j4868	唐滉踮	公办	女	鑖兀大学	330523196209213628
j4891	谈挣缠	公办	女	蒽孭大学	330523197306233422
j4913	梁紞炵	人代	男	庾滏大学	330523197911070019
j4929	诸褈迲	公办	女	鯞寋大学	330523197509131127
j4930	诸彯芼	人代	男	鄷吵大学	330523197905030010
j4997	黄舗章	公办	男	貴蓓大学	330523197008146216
j4999	黄歆硕	公办	男	秛杂大学	330523197311121134
j5002	黄猠宍	公办	女	橮簓大学	330903700327492
j5050	曹溂郝	公办	女	鎂遮大学	330523670324132
j5060	曹衃倝	公办	男	锐喪大学	33052319570414133X
j5065	曹邻荸	公办	女	趌罡大学	330523197701077028
j5077	盛襗涒	人代	男	痞缷大学	330523198605130014
j5106	龚赌鞦	公办	女	镅龚大学	330501196909300046
j5166	尉郘排	公办	男	雧羰大学	330523197304191118
j5192	章僌姈	公办	女	鼎瘥大学	330523197504125625
j5213	章拸顖	公办	男	蝍畻大学	330523197409066612
j5217	章耪扱	公办	女	餯壛大学	330523196709126627
j5235	凌恪嘑	公办	男	畑莸大学	330523197405126622
j5295	董互餠	公办	女	櫫哧大学	330223600512002
j5309	董背肔	人代	女	蓵墹大学	330523791028002
j5316	董摣襐	公办	女	並骊大学	330523197710280028
j5335	韩殎餋	公办	男	结毋大学	330523195807036815
j5341	骆軜堳	公办	女	鉡沿大学	330523197207245647
j5391	蒋捔徥	公办	男	鹒浫大学	33052319721123131X
j5430	程瑼羾	公办	女	椝谺大学	33052319720603344X
j5435	程匑锞	公办	男	题蔨大学	330523700305301
j5441	程扱躳	公办	男	帢飡大学	330523196201144111
j5448	程忆薌	公办	女	贤鶍大学	330523197509131821
j5479	程蕄橆	公办	男	髄憋大学	330523197604033031
j5537	谢朲袘	公办	男	竈喒大学	330523197312112117
j5547	谢鼟鞫	公办	女	幪晥大学	330523196607110026
j5611	储崔扴	公办	男	歐嵀大学	330523197611215415
j5614	储懻狁	干部	女	搾钴大学	330523197703253224
j5620	温燖醔	公办	女	駄朠大学	330501197703140029
j5643	楼褼蜲	公办	女	蓡态大学	330523196806216624
j5660	雷謢奼	公办	男	垷壘大学	33050219661225003X
j5669	雷調觙	公办	男	歚夕大学	330523197409262517
j5689	虞光嚿	人代	女	烎仫大学	330523198104201128
j5709	蔡檺谔	公办	男	习坓大学	330523196301114315
j5739	黎缚禌	公办	男	垎麁大学	330523197104112817
j5834	泮皈砢	公办	女	姢诃大学	330523197609131829
j5882	潘瓌膟	公办	女	緑唬大学	330523197505306620
j5888	潘屆馻	公办	男	戦炯大学	33052319760302415X
j5902	戴鞍瀼	公办	男	碁鄍大学	330523197304032512
j5913	戴幁羧	公办	男	濺媙大学	330501197601010039
j5934	滕埥逿	人代	女	晧鄜大学	330523197906105221
j5958	裴寢岾	公办	女	峒榧大学	330523197706185028
j5978	谭鱱筦	人代	女	鉱諁大学	330523198511055025
j6003	穆営崷	人代	女	燍怇大学	14022519820928002X
g8.129	吴瓃朕	合同工	男	聝埙大学	330523710102001
j4	丁嬬杹	公办	女	螔斛大学	330523195607040027
j107	马崁覢	公办	女	电挩大学	330523197811066629
j268	王銅塤	公办	女	乺寛大学	330523196402120044
j329	王蔊浹	人代	男	熐爇大学	330523198502282816
j330	王赥埗	公办	女	鸆声大学	33052319751016054X
j345	王硋試	公办	女	筨彗大学	330523196011040047
j363	王僇甒	人代	女	黝曽大学	340303198903070625
j369	王鍧噋	公办	男	霅焇大学	330523196807034750
j456	王橦砄	公办	男	钃夋大学	330523197710164318
j566	毛骢啳	公办	女	煂盤大学	330523198002230024
j701	邓橕皭	公办	女	燆駫大学	330523198106055822
j870	叶溳惌	公办	男	菥炮大学	330523197110281115
j1252	朱彦鮏	公办	女	险稐大学	330523196508206428
j1266	朱曁縙	公办	男	伋仔大学	330523197712260012
j1267	朱簓憴	公办	女	泲脧大学	330501197802080869
j1295	朱宸峭	公办	女	鹟厛大学	330523197801080021
j1422	刘廊搬	公办	女	辸鱗大学	330523198003105225
j1430	刘魽墓	公办	男	胰廦大学	330523198011191813
j1472	许撵貘	公办	女	絑贽大学	330523196911205820
j1486	许滃墦	公办	女	毩吧大学	330523197705072523
j1554	孙剬獶	公办	男	壋栰大学	330523197610273218
j1563	孙瘑朾	公办	女	錵讙大学	330523711206162
j1621	有茎綔	公办	男	窴鯈大学	330523197612104514
j1627	邢痍淂	公办	女	嬶撡大学	330501197802070863
j1682	严鉛枌	公办	男	嘷鍴大学	330523198109020035
j1829	李蠠暷	人代	男	蔛釬大学	330523830616251
j1834	李卨智	人代	女	冉辔大学	330523198212200528
j2039	吴塺繮	人代	女	壹炠大学	330523198510180043
j2080	吴湇椧	公办	男	单澜大学	330502691127003
j2084	吴喴嗢	公办	男	僯胼大学	330523197501114111
j2096	吴髐鳗	公办	女	唳浪大学	33052319731010034X
j2105	吴潻昖	公办	女	籑岧大学	330523197712075423
j2133	吴鐷蛟	人代	男	冹下大学	360521198505153617
j2254	汪媕瘀	人代	男	頎銸大学	330281198501117437
j2558	沈勭菴	公办	女	湎咳大学	330523197902185420
j2559	沈撻皥	公办	女	埘赃大学	330523196706100042
j2568	沈秎譻	公办	女	弳酚大学	330523196906071821
j2790	陈戙檱	公办	男	楱输大学	330501197701170830
j2929	何嬣饕	公办	女	伈齋大学	33052319790131434X
j3084	邱傅捰	公办	女	滼凶大学	330502196812110023
j3086	邱遜慿	公办	女	偘怼大学	330502197012210020
j3139	杨捝蒏	公办	女	鲠鱐大学	330523197903220021
j3148	杨咾儿	公办	女	輘鴊大学	330523198108314525
j3205	杨紹鰸	公办	女	减戋大学	330523197907122322
j3261	林洛熚	公办	女	寄汘大学	330523197910275821
j3332	罗捹儅	公办	男	匉塮大学	330523197612301518
j3532	周麴酼	人代	女	汈低大学	330523198205086229
j3569	周諄瀽	公办	女	溦籛大学	330523196203123023
j3635	周鸢丁	公办	女	黆萾大学	330523198009221825
j3680	金放孄	公办	女	暡凙大学	330203197611092441
j3765	张蜞茅	公办	女	剥玊大学	330523197310314321
j3790	张俰菿	公办	男	嵯榰大学	330523197610285411
j3829	张鮦譜	公办	女	洮縭大学	330501197310151026
j3833	张顖鯃	人代	女	苖簀大学	330523198405081828
j3850	张芝濘	公办	女	膶餙大学	330523196803104782
j3858	张画艥	公办	女	帬搳大学	330523196908090022
j3871	张蟗飡	公办	女	搉嵣大学	330502196711300020
j3888	张罛枎	公办	男	篿馂大学	330523197512142118
j3896	张角準	公办	男	獹濑大学	330523197612145017
j3991	郑葳硓	公办	女	鲙嚢大学	330523197805210049
j4024	郑惯銜	人代	女	勸儲大学	330523198205142542
j4145	赵寞镯	公办	女	歉蘢大学	330523600306472
j4189	查湊蚾	公办	女	睠烰大学	330523801029252
j4208	徐狁傱	公办	女	塜閙大学	330523590521182
j4292	俞牶獷	公办	女	蠐堟大学	330501197607260848
j4467	洪卉苒	人代	女	輅讝大学	330523198606020028
j4490	姜灌泟	人代	女	躲觱大学	330523198301241823
j4527	费槃餹	公办	女	婃懖大学	330523197001280041
j4534	费袪镾	人代	女	祤鹷大学	330523198407290068
j4566	涂螽族	公办	女	骑徆大学	330502197001170043
j4567	涂鴣褧	公办	男	幍吠大学	330501197808040817
j4590	姚囎杛	公办	女	烟駡大学	33050219681016006X
j4601	姚忷題	公办	女	鷭磲大学	330523197211241825
j4603	姚瞾蹨	公办	女	譽傾大学	330523197509234329
j4775	倪鶖鸠	公办	女	娋蘳大学	330523197807274329
j4830	高倧靍	公办	女	浛舴大学	330523195906252548
j4833	高栦鐨	公办	女	垻雡大学	330502196709150043
j4908	梁剈鎬	公办	女	囊晢大学	330523196112270028
j4941	宿滳旁	公办	女	霒磫大学	330523198010090025
j4966	黄幎憓	公办	男	眼百大学	330523195404040318
j5046	曹匹熜	人代	女	萬姙大学	330523198408184742
j5091	盛瓧斝	公办	女	綕湻大学	330523197811076624
j5092	盛僶碔	人代	女	仑徭大学	330523198302193229
j5107	龚睁頿	公办	女	姧愶大学	330523197311016289
j5146	崔匠砥	人代	女	躟埾大学	372301198308060021
j5180	章綂棕	公办	女	鷡坘大学	33052319730715622X
j5197	章蜴變	公办	女	瞱睎大学	330523197906046620
j5220	章鹾漭	人代	女	螊狊大学	330523198204241127
j5228	凌凬莟	人代	男	蔣孷大学	330523198306292814
j5329	韩铥簞	公办	女	艾薕大学	330523197612230027
j5342	骆銞鞥	公办	女	剝卯大学	330523196803116425
j5420	葛肨蝣	公办	女	餩錸大学	330523197611120029
j5424	程資扰	人代	女	魕雬大学	330523830226642
j5487	付憳悂	公办	男	駄詤大学	33052319780629001X
j5579	童炣踷	公办	女	恜活大学	330523196507090726
j5727	蔡緅辢	公办	女	钌禟大学	330523197907163925
j5874	潘挻天	公办	女	鴠欐大学	330523197110153228
g8.9	王巏嵉	合同工	女	竵悩大学	330523196909140044
g8.171	陈企鐌	合同工	女	鮕胝大学	330523197107251329
g9.113	袁帠窾	合同工	女	捃嗩大学	330523197009170525
g9.165	章蹰引	合同工	女	柹鏈大学	330523197106010021
g9.226	窦誋礱	合同工	女	褭枆大学	330523197206111321
g9.260	白旓苲	人代合同工	女	炲嫬大学	330523197105281321
j100	卫刨粃	公办	女	旼瘙大学	330523196606130025
j278	王軤勃	人代	女	瑶鐀大学	330523198510220068
j510	王鑓唻	人代	女	絁此大学	330523198409123925
j523	王县怚	人代	女	棥恫大学	330523198601110024
j1748	项隞熢	人代	女	蒺蕚大学	330523198506265626
j1858	李弳灙	人代	女	灉阪大学	330523198307200045
j1945	李愼畆	公办	女	纡鑌大学	330523197805095220
j2132	吴鰑正	人代	女	黧憯大学	330523198611170063
j2148	苏紤觑	公办	女	忣厈大学	330116750718002
j2598	陈蠌敫	人代	女	粑鋔大学	330523198407075026
j2599	陈鏮豒	人代	女	鶙蜹大学	330523198407304722
j2654	陈願股	人代	女	趶閇大学	330523198501141325
j2993	阙脞筯	人代	男	媢辬大学	330523811101541
j3221	杨矩蒖	人代	女	畧秧大学	330523198412070027
j3551	周濟用	人代	女	淸峫大学	33052319850316052X
j3864	张擕加	公办	女	秱螆大学	330106197306020066
j4110	胡煠蔊	人代	女	帺堅大学	330523198207130043
j4121	胡曲柜	人代	女	驭翀大学	330523198603290022
j4249	徐霡潹	人代	女	嶆嗎大学	33052319880107542X
j4570	涂鵠櫉	人代	女	逦淒大学	330523198605225224
j4789	翁腃榅	人代	女	殇骩大学	330523198506046247
j4866	唐肈傹	公办	女	濒頟大学	330523196704106627
j4990	黄倀圽	人代	女	繨咆大学	330523198611280086
j5139	崔囄跶	公办	女	紒媠大学	330106197701050089
j5201	章袍鷿	公办	女	婏綊大学	330106196812040022
j5202	章荀柺	公办	女	細鼕大学	330523196911104720
j5219	章秤睖	人代	女	鋵絶大学	330106198210050046
j5466	程孝灊	公办	女	禗鋳大学	330523197211192525
j5507	鲍绬桶	人代	女	飒鴟大学	330523198409046421
j5730	蔡搔兵	人代	女	找閕大学	330523198704100021
j5889	潘緎濦	公办	女	桋鸡大学	33052319801112432X
j5830B	泮磘黬	人代	女	腢癫大学	330523198608270047
j8	丁嘕斑	人代	男	囏桲大学	330523198212091114
j136	马冘塣	公办	女	兖桲大学	330523197805050049
j234	王瑥汽	公办	女	撑或大学	330523198012116620
j242	王桌镈	公办	女	黙盬大学	330523198201090028
j564	毛觋刨	公办	男	懆揬大学	330523195711130073
j627	方紜鬧	人代	男	鈭轣大学	33052319820728451X
j974	卢鮻墺	公办	男	盡夏大学	330523198105226415
j1082	安蟎團	公办	女	衢昙大学	330523197707034520
j1370	刘吟隒	公办	女	趿尛大学	33052319800929002X
j1477	许盯柴	公办	男	黇馶大学	330523197504085811
j1512	江虙钨	人代	女	驄倞大学	330523198206303926
j1559	孙僜嚑	公办	女	庼攄大学	330523197507305429
j1614	伍蘅眯	公办	女	薁蕄大学	330523197901280020
j1635	向熧悄	公办	女	絵烗大学	330523197805163924
j1765	李棟粱	人代	女	婕訛大学	330523198511050021
j2035	吴鑻錚	人代	男	鱧屎大学	330523198207104312
j2062	吴欮澖	公办	女	搎蹬大学	330523196312263420
j2099	吴巋鍄	公办	男	湶淮大学	33052319701111301X
j2560	沈霳妕	公办	女	衸劉大学	330523197905125626
j2689	陈嚴籷	公办	女	狢櫻大学	330523641221452
j2754	陈踫级	公办	男	湠鍹大学	330523196309284511
j2770	陈棹鍦	人代	男	嚍侸大学	330523198411143415
j2957	何滟艂	公办	女	謆蒺大学	330523197204164323
j3409	季繵壝	公办	女	逘椘大学	330501197601170825
j3580	周珚桀	公办	女	缿钄大学	330523196610045245
